year	month	day	hour	minute	second	buyer	seller	item	price	cash_amount	item_amount	world	coordinates
2019	03	06	13	24	53	FatherTime__	K9us	Stripped Jungle Log	83.0	5229.0	63	world	[91, 61, -48]
2020	01	25	18	21	45	kahlayla	K9us	Stripped Jungle Log	83.0	83.0	1	world	[91, 61, -48]
