year	month	day	hour	minute	second	buyer	seller	item	price	cash_amount	item_amount	world	coordinates
2019	01	07	10	43	48	NorraLigan	K9us	Iron Sword	2000.0	2000.0	1	world	[-2491, 11, 1257]
2019	02	17	06	20	51	NorraLigan	K9us	Iron Sword	1000.0	1000.0	1	world	[-2763, 20, 1820]
