year	month	day	hour	minute	second	buyer	seller	item	price	cash_amount	item_amount	world	coordinates
2019	02	01	21	18	36	Shahayhay	K9us	Enchanted Book#6x	1500.0	1500.0	1	world	[39, 63, -29]
2019	02	01	21	18	57	Shahayhay	K9us	Enchanted Book#6x	1500.0	1500.0	1	world	[39, 63, -29]
2019	02	01	21	19	17	Shahayhay	K9us	Enchanted Book#6x	1500.0	1500.0	1	world	[39, 63, -29]
2019	02	01	21	19	21	Shahayhay	K9us	Enchanted Book#6x	1500.0	1500.0	1	world	[39, 63, -29]
