year	month	day	hour	minute	second	buyer	seller	item	price	cash_amount	item_amount	world	coordinates
2018	10	02	19	33	32	Haksndot	K9us	Enchanted Book#1J	15000.0	15000.0	1	world	[47, 73, -21]
2018	10	19	10	24	54	Haksndot	K9us	Enchanted Book#1J	7500.0	7500.0	1	world	[47, 73, -21]
