year	month	day	hour	minute	second	buyer	seller	item	price	cash_amount	item_amount	world	coordinates
2019	01	11	23	49	17	__Wildfire_	Mr_Digs	Trident#7F	250000.0	250000.0	1	world	[106, 74, -18]
2019	01	17	15	11	07	Aewheros	Mr_Digs	Trident#7F	250000.0	250000.0	1	world	[106, 74, -18]
2019	01	19	21	23	56	FatherTime__	Mr_Digs	Trident#7F	250000.0	250000.0	1	world	[106, 74, -18]
2019	01	21	12	48	09	Aewheros	Mr_Digs	Trident#7F	250000.0	250000.0	1	world	[106, 74, -18]
